Target,ID,Date,flag,User,Text,Mentioned_persons,Mentioned_persons_count
0,1932676857,27/05/2009,NO_QUERY,c_m_stone,Is dying learning 613 Spanish verbs,null,0
0,1932677355,27/05/2009,NO_QUERY,jackley7,"Well,null,0
0,1971079014,30/05/2009,NO_QUERY,beyoncerockzz,"twitter is slow...god,null,0
0,1971079279,30/05/2009,NO_QUERY,diamond710,Omg the ambulance was for a baby,null,0
0,1971079353,30/05/2009,NO_QUERY,xoxKittyxox,@asoulpsy Bahahaha! I know! I can't go on!,@asoulpsy,1
0,1971079538,30/05/2009,NO_QUERY,zieziedub,"@ambifauri Ambi! Please stop sending food pics,@ambifauri,1
0,1971079722,30/05/2009,NO_QUERY,wortleylisa,Am not feeling that great,null,0
0,1971080321,30/05/2009,NO_QUERY,martha91,right.. still haven't revised!  lets do this bitch now!,null,0
0,1971080482,30/05/2009,NO_QUERY,teammartin,"I shall kern you and fix you tomorrow good sir! Plus,null,0
0,1971080945,30/05/2009,NO_QUERY,LaryLittle,The Lakers played yesterday and won !!!!!!!! Go Lakers! Looking for something to do. I'm SO bored,null,0
0,1971080985,30/05/2009,NO_QUERY,jennifer_cheek,my family stopped to help overturned car off of highway. Dad helped others pull both out busted rear window. Both beyond wasted,null,0
0,1971081344,30/05/2009,NO_QUERY,kilometerzero,still missing my john...   *sigh*,null,0
0,1971081369,30/05/2009,NO_QUERY,30stmcapricorn,#marsiscoming #marsiscoming #marsiscoming #marsiscoming howeva. why Cologne? why not Berlin?!,null,0
0,1971081704,30/05/2009,NO_QUERY,SSjUmi,"@MusicIsHealthy if I wasn't so hungry,@MusicIsHealthy,1
0,1971081942,30/05/2009,NO_QUERY,ak2176,Setting off the day with some.....you guessed it.....LAUNDRY!!,null,0
0,1971081957,30/05/2009,NO_QUERY,fleurdelis101,@RandyTucker829 who's the slave driver in this scenario? who would impose such imprisonment on such a pretty day?,@RandyTucker829,1
0,1971082057,30/05/2009,NO_QUERY,Kiinszy,"@TokioHotel_TR wow,@TokioHotel_TR,1
0,1971082220,30/05/2009,NO_QUERY,izelle_faller,why is it so hard 2 play sassafras roots on bass   darn.... -_-,null,0
0,1971082327,30/05/2009,NO_QUERY,gylin,Sick at home,null,0
0,1981545787,31/05/2009,NO_QUERY,eoghanquiggxx,"@TraceCyrus hey trace,@TraceCyrus,1
0,1981545830,31/05/2009,NO_QUERY,tmello14,@kristianinicole ill be back tom. Night!!!!!!!!!!!!!!! Been gone for 5 years??? That's what it feels like,@kristianinicole,1
0,1981545929,31/05/2009,NO_QUERY,GreenNinjaMan,And wont have computer for some time because its broken  so yeah *sob*,null,0
0,1981546159,31/05/2009,NO_QUERY,risha_,"@nishitd  thanks. i hope nando,@nishitd,1
0,1981546283,31/05/2009,NO_QUERY,segersi,@mrkrgnao yeah... I guess  maybe next time we could try AIM as well from their computer? oh well twitter works for texting... bye,@mrkrgnao,1
0,1981546490,31/05/2009,NO_QUERY,pamboo80,"Nadal,null,0
0,1981546951,31/05/2009,NO_QUERY,NatalieAmaya,Wish my mom was here  I need a sushi date with her. I don't get to see her as often as I'd like anymore :/,null,0
0,1981547054,31/05/2009,NO_QUERY,Jennifer1906,Is allergic to hay,null,0
0,1996909562,01/06/2009,NO_QUERY,Matthew_GoWagon,@runningbebe your pretty lucky to find a 50m pool.  Don't have one of this near me,@runningbebe,1
0,1996909599,01/06/2009,NO_QUERY,AMissle,I like projects? Just not that many projects at one time  I get paid to do projects.,null,0
0,1996909619,01/06/2009,NO_QUERY,angelUT,@DavidArchie lucky!!!!my dad thinks im too old to watch pixar movies.     im happy for you though!,@DavidArchie,1
0,1996909675,01/06/2009,NO_QUERY,Qnz_KeE,i dropped my ziti and all the cheese splashed out  all i hav is saucy noodles,null,0
0,1996909999,01/06/2009,NO_QUERY,kimikimkim,sister is here.. i wish i could take her &lt;3 break away   hangin around town,null,0
0,1996910063,01/06/2009,NO_QUERY,aliissocoollike,On the way 2 yet another day of School... Wish I can go meet Pink,null,0
0,1996910148,01/06/2009,NO_QUERY,g0LdBiZzLe,"Another hour in the car before I even get home,null,0
0,1996910182,01/06/2009,NO_QUERY,kukuCass,doing my homework,null,0
0,1996910249,01/06/2009,NO_QUERY,roy758,"sad that everyone leaves  First,null,0
0,2053014277,06/06/2009,NO_QUERY,partyinthebed,uh man .  dropped alot of positions . from 40 to 50 . out of 89 participants,null,0
0,2053014312,06/06/2009,NO_QUERY,tanayaclare,"@shaundiviney http://twitpic.com/6qfml - nooooooooooooooooooooooooo! SCREW YOU SHAUN! you killed the cutest guy on the planet  haha,@shaundiviney,1
0,2053014470,06/06/2009,NO_QUERY,debnet01,"Oh dear     Tony had storms in Florida too.  I hope all is well now.    I'd have said I missed you too,null,0
0,2053014526,06/06/2009,NO_QUERY,BollyKnickers_x,i think i just had a heart attack!. :O my chest hurts so much,null,0
0,2053014785,06/06/2009,NO_QUERY,xloveishellx,Why is it raining!!!!!,null,0
0,2053015078,06/06/2009,NO_QUERY,jessmao,awesome try!!! mitchell's poor head,null,0
0,2053015439,06/06/2009,NO_QUERY,scabbadoodle,has to tahe her evil tablets today just to make sure it's them that caused the red blotchey itchyness and not the cookie dough milkshake.,null,0
0,2053015477,06/06/2009,NO_QUERY,dibbbles,"@Slaytallica93 dammit,@Slaytallica93,1
0,2053015908,06/06/2009,NO_QUERY,iSlayer2009,"@lesley007 probably not till late next year now. It's a lengthy process.  can't wait to get to Hendon. Gimme my cuffs,@lesley007,1
0,2053016197,06/06/2009,NO_QUERY,KatieTorres,"I wake up between 5-6 am every day.(not on purpose) Not fun,null,0
0,2053016283,06/06/2009,NO_QUERY,dollforlife,i'm bored you all,null,0
0,2063882586,07/06/2009,NO_QUERY,ericaalexis,my parents left,null,0
0,2063882659,07/06/2009,NO_QUERY,Meroly,lunch was yummy.. the food I prepared for work is tasty as well...what is left? hm.. no time to grab a nap,null,0
0,2063883111,07/06/2009,NO_QUERY,lacellanora,is starving  waiting for my KFC http://plurk.com/p/z2b7t,null,0
0,2063883130,07/06/2009,NO_QUERY,tinknevertalks,"And I need to get bin bags. Ok. My head hurts,null,0
0,2063883343,07/06/2009,NO_QUERY,blademansbro,This is too early to be up on a sunday! O well time to go load me fries.,null,0
0,2063883376,07/06/2009,NO_QUERY,likeamovie,@lisawiy I LOVE BOOTH THOUGH,@lisawiy,1
0,2063883583,07/06/2009,NO_QUERY,judez_xo,"@EskimoJoelted shocking! I shouldn't have napped,@EskimoJoelted,1
0,2063883588,07/06/2009,NO_QUERY,stradablog,"@michaelbanovsky not watching the race,@michaelbanovsky,1
0,2063883622,07/06/2009,NO_QUERY,yon_quine_,"Frenzy was amazing. For sure the best one yet! Currently watching Romeo and Juliet,null,0
0,2063883631,07/06/2009,NO_QUERY,paulmccarthy,is now at work,null,0
0,2063883683,07/06/2009,NO_QUERY,iFollowMirrors,@sarah1230 What kind of manics fan are you?! tsk tsk tsk,@sarah1230,1
0,2063883905,07/06/2009,NO_QUERY,Pitstopbunny,"@F1_Girl  - I tried to get some more info out of Lee Mck,@F1_Girl,1
0,2063884235,07/06/2009,NO_QUERY,KrisRoberts,Is off to work to 6,null,0
0,2180889165,15/06/2009,NO_QUERY,joshgrady,@UnderoathBand i wanna go to warped tour so bad. but my parents wont let me.,@UnderoathBand,1
0,2180889690,15/06/2009,NO_QUERY,hoangyenanh,"Raining in Berlin  but tomorrow I will fly to Spain,null,0
0,2180889844,15/06/2009,NO_QUERY,SexxieLexxie88,@DenzelBurks no i dont  i think im gonna make one tho when i get home i would make one now but its blocked at my skool,@DenzelBurks,1
0,2180889989,15/06/2009,NO_QUERY,nathangrosch,I'm off to work. This is sad because I'm in Kansas and I hear that there are decent waves at the beach today. So sad for me.,null,0
0,2180890035,15/06/2009,NO_QUERY,interrupt_d,Very reluctant to say &quot;Good Bye&quot; to my weekend neck-beard.,null,0
0,2180890294,15/06/2009,NO_QUERY,jenjack5486,@ossmac so sad  I was supposed to go to Davidson for Labor Day but I'm not anymore,@ossmac,1
0,2180890463,15/06/2009,NO_QUERY,WhitneyHarvin,OK.....I'm getting off this computer and HAVE to go clean now.....,null,0
0,2180890472,15/06/2009,NO_QUERY,nitishupreti,I should be awarded noooooob of d century award!!,null,0
0,2180890577,15/06/2009,NO_QUERY,Roshiii,@HanniFresh that's the thing. I'm never home to watch it online. And when I am home I like to hold vigil in my rm. I don't own a laptop.,@HanniFresh,1
0,2180890584,15/06/2009,NO_QUERY,LauVanExel,Oh no! I ran out of Pocky's!  http://twitpic.com/7h9a2,null,0
0,2180890661,15/06/2009,NO_QUERY,DavorinPavlica,"anyone knows when it's best 2 buy tickets for USA,null,0
0,2180890804,15/06/2009,NO_QUERY,LadyD0_0,"Pissed that I missed Keri Hilson,null,0
0,2180891244,15/06/2009,NO_QUERY,alotofnothing,@Leprakans nope to the library - no kids room,@Leprakans,1
0,2180891496,15/06/2009,NO_QUERY,beckycraig,"oh great,null,0
0,2196798137,16/06/2009,NO_QUERY,MusicAndMovies2,"@sandraPersson its gonna be i think,@sandraPersson,1
0,2196798288,16/06/2009,NO_QUERY,ambermeade,@Lalametoo Amber and I went to LA and caught up with Kayla.  It was great and to tell the truth she was the only Bad Girl I wanted to see,@Lalametoo,1
0,2196798481,16/06/2009,NO_QUERY,anni8883,Still don't have the inspiration for my essay on Spanish culture,null,0
0,2196798792,16/06/2009,NO_QUERY,MsJerzi,@miahump yea it does. i remm when my x would have a bad day at work- there went my night! ugh!! horrible..,@miahump,1
0,2196798804,16/06/2009,NO_QUERY,sofianicolaidis,@ArmelleNadeige what you are moving??? where???,@ArmelleNadeige,1
0,2196799005,16/06/2009,NO_QUERY,utterlyzara,been on holiday now bk home,null,0
0,2196799677,16/06/2009,NO_QUERY,lisa_x,@HeatherCRUMPET lucky lucky i LOVE them was going to come to the manchester show but no pennies  xx,@HeatherCRUMPET,1
0,2196799905,16/06/2009,NO_QUERY,lady__lauren,Getting ready to leave work and pick up the wee man...   Have to stop by Walmart before going home,null,0
0,2196800014,16/06/2009,NO_QUERY,Tawmu,"@timROGERS Released hours ago LOL. I have to do it through the Post,@timROGERS,1
0,2196800205,16/06/2009,NO_QUERY,skalix,"My friend was hit by an ied in iraq... He's fine,null,0
0,2196800485,16/06/2009,NO_QUERY,ElizabethZoladz,I had a lovely lunch with the hubby and my newly adorned knee brace is really slowing me down.,null,0
0,2196800817,16/06/2009,NO_QUERY,toddstowell,@protoncharging boo to GameStop - pre-orders weren't shipped until today.  Mine will arrive the 18th,@protoncharging,1
0,2196800926,16/06/2009,NO_QUERY,erynnwithay,my tooth hurts,null,0
0,2207160398,17/06/2009,NO_QUERY,SweetieGlossie,"Yeah,null,0
0,2207160450,17/06/2009,NO_QUERY,cmongood,@cheynonline no   in DC now. lol! maaaan!,@cheynonline,1
0,2207160525,17/06/2009,NO_QUERY,ptoh,@simontay78 actually most phone support multi-lang by default.. Except these lousy BBs...,@simontay78,1
0,2207160611,17/06/2009,NO_QUERY,JenniferStano,@frankantonio sorry frankie-- that stinks  RIP meow meow,@frankantonio,1
0,2207160667,17/06/2009,NO_QUERY,marydoyouwanna,i hate tlc for ruining my favorite hour of the day. i make sure i'm awake to see say yes to the dress from 11-12. now its only at 11,null,0
0,2207160816,17/06/2009,NO_QUERY,KathrynSaunt,"Now,null,0
0,2207161169,17/06/2009,NO_QUERY,lhoren579,@nikon91: what happened?,@nikon91,1
0,2207161207,17/06/2009,NO_QUERY,thecrazyjogger,This is how I feel towards some1 http://is.gd/14van Just exactly wht barney says at 1.45.,null,0
0,2207161343,17/06/2009,NO_QUERY,NicolaGeorge,@cow_grrrl damnation! @RichardWooding will have to give it a miss as we have a previous engagement at the same time on Saturday.,@cow_grrrl/@RichardWooding,2
0,2207161353,17/06/2009,NO_QUERY,mabprimetime,just woke up... my back hurts,null,0
0,2207161597,17/06/2009,NO_QUERY,miraclekoh,super tired and bloated with foodsss... dun feel like bathing at all :X,null,0
0,2207161702,17/06/2009,NO_QUERY,kfirpravda,@Yosid yep.,@Yosid,1
0,2222610846,18/06/2009,NO_QUERY,Vibhy,"@therev : Nooooo .... stay hereeeee .... Well,@therev,1
0,2222610848,18/06/2009,NO_QUERY,JuicySarah89,@BeeBarnett yay but i will be back here on monday  ... But i am sooo proud of you yaaaay but you know that already,@BeeBarnett,1
0,2222610896,18/06/2009,NO_QUERY,briangorbett,@TiffanyWI i changed my plans and not going to wpc anymore,@TiffanyWI,1
0,2222611708,18/06/2009,NO_QUERY,prnena610,@linuxdynasty not if I have to watch Dragonball Z all day,@linuxdynasty,1
0,2222611860,18/06/2009,NO_QUERY,Natashacassidy1,thinks this weather needs to inprove !  xx,null,0
0,2222612297,18/06/2009,NO_QUERY,centac,@squaremealvande http://twitpic.com/7pi58 - lucky you! I wish there was a live streaming for the match,@squaremealvande,1
0,2222612602,18/06/2009,NO_QUERY,whitelotus01,@squishyjam well its not the weatherman's fault,@squishyjam,1
0,2222613680,18/06/2009,NO_QUERY,msfrdogs,Count down to saturday adoptions and no real prospect,null,0
0,2222613718,18/06/2009,NO_QUERY,gabsterr23,@exohbellaaaaa  thts not a fun forecast,@exohbellaaaaa,1
0,2222614217,18/06/2009,NO_QUERY,Natttiii,"I am very disappointed of you,null,0
0,2234625004,19/06/2009,NO_QUERY,CSSVT,@0mie and where would that be?,@0mie,1
0,2234625031,19/06/2009,NO_QUERY,rice_cooker,I guess I'm too old. Nobody knows who I am.,null,0
0,2234625146,19/06/2009,NO_QUERY,quitefar,what a bad taste in mouth..my shipping of 400d delayed,null,0
0,2234625305,19/06/2009,NO_QUERY,QUALITYGOODS,i hope i will get the hang of this soon,null,0
0,2234626778,19/06/2009,NO_QUERY,areitz,"Tried to tether my iPhone,null,0
0,2234627099,19/06/2009,NO_QUERY,vanxiaoyi,@FashionAddictx3 then I know how they'll feel,@FashionAddictx3,1
0,2234627996,19/06/2009,NO_QUERY,baby_grrrl,@davynathan oh! My bad.... &amp; my apologies. ::quietly faces the corner pouting::,@davynathan,1
0,2234628031,19/06/2009,NO_QUERY,vanessachy,Going back to office and start hell work.  - http://tweet.sg,null,0
0,2234628148,19/06/2009,NO_QUERY,MrTopherface,My feet smell like death and rotten unwashed asshole,null,0
0,2234628274,19/06/2009,NO_QUERY,ReidoBandito,@haleywhosmiles dont get shot!,@haleywhosmiles,1
0,2234628310,19/06/2009,NO_QUERY,Ciara101,Awwww tummy ache  and I still have to type up my paper. Booo!!!!,null,0
0,2234628345,19/06/2009,NO_QUERY,tomas_winter,is defs starting to get sick  #fb,null,0
0,2252193689,20/06/2009,NO_QUERY,Hooded,"@StimulatedMoan Not good,@StimulatedMoan,1
0,2252193898,20/06/2009,NO_QUERY,LMLois,The confederate flag is an interesting choice to fly. Kinda makes me nervous.,null,0
0,2252193927,20/06/2009,NO_QUERY,kateriley123,"@antphilip packing and cleaning my house,@antphilip,1
0,2252193937,20/06/2009,NO_QUERY,morduun,@dhewlett re Indy - Why do they keep committing unholy franchisicide on the great films of my (our) youth?!  Sad inner child is sad.,@dhewlett,1
0,2252194248,20/06/2009,NO_QUERY,kleimunt,wish that i cud be at the last les mis before they all leave tonight,null,0
0,2252194250,20/06/2009,NO_QUERY,carlaaustria,not feeling well,null,0
0,2252194330,20/06/2009,NO_QUERY,jbarnholtz,@ashleyrwatts how come it isn't working for me?   The street view guy doesn't do anything when I drag him,@ashleyrwatts,1
0,2252194769,20/06/2009,NO_QUERY,EMBlair,@scotsmanstuart - thanks for the shout out on followfriday!! I missed it,@scotsmanstuart,1
0,2252195926,20/06/2009,NO_QUERY,niena_aRistar,my 1st coach cant live with me anymore..i think she was made from swine suede,null,0
0,2252196538,20/06/2009,NO_QUERY,lifeastrin,I texted Lewis but he didn't reply,null,0
0,2252196630,20/06/2009,NO_QUERY,Melaniedebruyn,@Linguick- It is not possible to write on your wall,@Linguick,1
0,2252196942,20/06/2009,NO_QUERY,m92u,I just got bitten by an ant and it hurt.,null,0
0,2252197063,20/06/2009,NO_QUERY,tomjnichols,@wilpee I feel for you mate! i think i may have what you did /do. I have been on death's bed since Friday morning,@wilpee,1
0,2252197114,20/06/2009,NO_QUERY,rivalee,@aral That's true.  I hope that pigeons evolve wheels or something. Poor little things.,@aral,1
0,2252197247,20/06/2009,NO_QUERY,s0lnic,"I just created an account on Twine...they don't support OpenID and Gravatars,null,0
0,2252197492,20/06/2009,NO_QUERY,QianyingLim,I hate the two big ulcers on my lip  hurts a lot  - http://tweet.sg,null,0
0,2252197506,20/06/2009,NO_QUERY,marywisniewsky,my dog woke me up at 615 to go take him outside,null,0
0,2252197583,20/06/2009,NO_QUERY,jimmytinsel,@fyrret its shit that it dont come out on 360 till of october,@fyrret,1
0,2252197676,20/06/2009,NO_QUERY,RiceMover,"To do list : Acting/singing until 4,null,0
0,2252197694,20/06/2009,NO_QUERY,benji_mouse,bit my Tongue and it bled  Now I'm on lunch and bored and tired =.=,null,0
0,2252197858,20/06/2009,NO_QUERY,pattybarnes,"morning,null,0
0,2252197869,20/06/2009,NO_QUERY,dotster,Too much overlap b/w Twitter and Facebook!!  is there anything out there to better manange duplicate info??,null,0
0,2252197881,20/06/2009,NO_QUERY,Veruru,heading to yakima. we had to ditch the car,null,0
0,2252198057,20/06/2009,NO_QUERY,ketley2aug,"my internect is not working fine,null,0
0,2301416169,23/06/2009,NO_QUERY,honeybeee25,doesn't know what to cook for dinner,null,0
0,2301416454,23/06/2009,NO_QUERY,ilovensnandftsk,I missed Alex going live AGAIN!  ugh.,null,0
0,2301416564,23/06/2009,NO_QUERY,honeybeee27,doesn't know what to cook for dinner,null,0
0,2301416618,23/06/2009,NO_QUERY,fgilmour,"The wire just got interesting,null,0
0,2301416729,23/06/2009,NO_QUERY,n_sonic,"@booshtukka Why thank you! Sadly,@booshtukka,1
0,2301416745,23/06/2009,NO_QUERY,WhereisCurtis,"@Black_orphanann Yeah... I'm in the office... a lot....   But if you asked those who are looking they would say,@Black_orphanann,1
0,2301416751,23/06/2009,NO_QUERY,honeybeee28,doesn't know what to cook for dinner,null,0
0,2301416770,23/06/2009,NO_QUERY,willyeff,Lking to my grandpa. Maybe im moving to arkansas.,null,0
0,2301416873,23/06/2009,NO_QUERY,PeachxPout,Doesn't have enough time,null,0
0,2301416875,23/06/2009,NO_QUERY,MaraATL,Alex  Two thumbs down!,null,0
4,1556588646,19/04/2009,NO_QUERY,officialJonasBr,you guys should check out fred on youtube hes our favorite youtube star,null,0
4,1556588711,19/04/2009,NO_QUERY,ashthon,@naughtyhaughty that's what's up babe,@naughtyhaughty,1
4,1556588732,19/04/2009,NO_QUERY,texasjess84,"@sameoldline What's up,@sameoldline,1
4,1556588749,19/04/2009,NO_QUERY,CrisOnToast,had a loooong wonderfull bike ride! and ended up going to the UFC last minute!!! AWESIME!! first time! what a blast!!!,null,0
4,1556588760,19/04/2009,NO_QUERY,zeezaar,@Lil_Miss_Clumsy come live with me in sydney!!,@Lil_Miss_Clumsy,1
4,1556588765,19/04/2009,NO_QUERY,mannyjb,@colormesillyy i love you anna.  hi!!,@colormesillyy,1
4,1556588837,19/04/2009,NO_QUERY,PhotoFrankie,Rangers won. Redbulls won. Tonight was a good night for me. Goodnight,null,0
4,1556588912,19/04/2009,NO_QUERY,VampiraValo,"@_cookiegirl_ too much beer aye! Eat some bread. That should,@_cookiegirl_,1
4,1556588938,19/04/2009,NO_QUERY,Gheylee,@Winnely eepp i know DD im so HAPPY!!! yay this is fair bcuz u got the MS comment and I get the Twitter one  fair and square,@Winnely,1
4,1556588962,19/04/2009,NO_QUERY,breegregorio,"Dear Coachella,null,0
4,1679770157,02/05/2009,NO_QUERY,ai_leen,"Back from Envthon &amp; blissful days of nature  Psyched for prom. Pondering possibilities that will unfold--AP tests,null,0
4,1679770186,02/05/2009,NO_QUERY,lallaaisha,Had a CRAZYYY night ! Special shout out to my girl J.I. Aka the Goddamn BOSS,null,0
4,1679770208,02/05/2009,NO_QUERY,Stinaaah,@lilyroseallen happy birthday!  . Retro Beach Party time!,@lilyroseallen,1
4,1679770237,02/05/2009,NO_QUERY,dianamra,and it was,null,0
4,1679770253,02/05/2009,NO_QUERY,richardepryor,"@chillybreck of I was in charge I'd get rid,@chillybreck,1
4,1679770262,02/05/2009,NO_QUERY,mai15sai,ahaha  wassuh?! twitiess?!,null,0
4,1679770305,02/05/2009,NO_QUERY,awesomeannie151,Annie is just making a twitter and it is coolio!!!,null,0
4,1679770315,02/05/2009,NO_QUERY,scrapboxnicole,@thebeehivestore Quick Nudge. Interested in following me? I've followed U 4 awhile &amp; would like to exchange favor Thanks love your tweets,@thebeehivestore,1
4,1679770320,02/05/2009,NO_QUERY,ValiPorterMusiq,"Morning!! Todays the game,null,0
4,1751715353,10/05/2009,NO_QUERY,feliw,Dinner=Buffalo burger with provolone cheese melted on top with beefsteak tomatoes and spinach. Divine. Pic on facebook to come.,null,0
4,1751715388,10/05/2009,NO_QUERY,willeta01,@LaurenConrad Hey Lauren...I'm a huge fan! I hope you are having fun at Wango Tango!!,@LaurenConrad,1
4,1751715396,10/05/2009,NO_QUERY,edholic,watching keeping up with the kardashian on youtube,null,0
4,1751715440,10/05/2009,NO_QUERY,Wow_Rocks,just played volleyball?,null,0
4,1751715466,10/05/2009,NO_QUERY,britttnicole,"@xxyouSHiNExx hey! haha,@xxyouSHiNExx,1
4,1751715490,10/05/2009,NO_QUERY,KellyShibari,"@thomaskattus you asked about my SF schedule,@thomaskattus,1
4,1751715505,10/05/2009,NO_QUERY,Smiley_Houston,Been Mother Day shopping....wow...big thanks to my sister for coming with me. Sorry about getting you drunk though,null,0
